subjectid,block,blocktype,trial,latency1,accuracy1,latency2,accuracy2,SOA,taskpair,RT1_SOAdif,T1,T2,T1T2sequence,S1,S2,R1beforeS1onset,R2beforeS2onset
41,3,2,52,1071,0,838,1,2000,4,-929.0,2,1,2,1,U,0,0
41,3,2,53,884,1,754,0,1000,1,-116.0,1,2,2,I,3,0,0
41,3,2,54,2203,0,854,0,2000,3,203.0,1,1,1,A,U,0,0
41,3,2,55,942,0,1244,0,450,2,492.0,2,2,1,9,3,0,0
41,3,2,56,1841,1,1497,1,2000,1,-159.0,1,2,2,G,1,0,0
41,3,2,57,717,1,637,1,2000,2,-1283.0,2,2,1,3,1,0,0
41,3,2,58,955,1,1530,1,1000,4,-45.0,2,1,2,8,A,0,0
41,3,2,59,2252,1,2543,1,50,3,2102.0,1,1,1,E,R,0,0
41,3,2,60,1078,1,784,1,1000,3,78.0,1,1,1,K,I,0,0
41,3,2,61,3220,1,3665,0,50,1,3070.0,1,2,2,R,8,0,0
41,3,2,62,2034,1,3256,1,450,1,1584.0,1,2,2,M,3,0,0
41,3,2,63,2517,1,2427,1,450,4,2067.0,2,1,2,4,I,0,0
41,3,2,64,1120,0,1484,0,50,2,970.0,2,2,1,9,2,0,0
41,3,2,65,1020,0,1485,0,1000,2,20.0,2,2,1,1,9,0,0
41,4,2,1,1345,1,840,1,2000,1,-655.0,1,2,2,U,2,0,0
41,4,2,2,741,1,1370,1,450,3,291.0,1,1,1,E,G,0,0
41,4,2,3,876,1,707,1,2000,2,-1124.0,2,2,1,7,1,0,0
41,4,2,4,775,1,1118,1,2000,4,-1225.0,2,1,2,3,A,0,0
41,4,2,5,823,1,979,1,450,2,373.0,2,2,1,6,3,0,0
41,4,2,6,2100,1,875,1,2000,3,100.0,1,1,1,G,A,0,0
41,4,2,7,792,1,919,1,1000,1,-208.0,1,2,2,R,7,0,0
41,4,2,8,4185,1,5565,1,50,4,4035.0,2,1,2,6,R,0,0
41,4,2,9,1124,1,976,1,450,4,674.0,2,1,2,7,U,0,0
41,4,2,10,2048,1,3546,1,450,3,1598.0,1,1,1,M,G,0,0
41,4,2,11,1870,1,942,1,2000,4,-130.0,2,1,2,4,G,0,0
41,4,2,12,1520,1,1367,1,2000,1,-480.0,1,2,2,R,2,0,0
41,4,2,13,1160,1,1009,1,1000,2,160.0,2,2,1,2,7,0,0
41,4,2,14,1710,1,2561,1,50,1,1560.0,1,2,2,A,8,0,0
41,4,2,15,2303,1,2156,0,50,2,2153.0,2,2,1,1,7,0,0
41,4,2,16,1490,1,1210,1,2000,2,-510.0,2,2,1,1,6,0,0
41,4,2,17,855,0,1905,1,450,1,405.0,1,2,2,R,4,0,0
41,4,2,18,4919,1,5097,1,1000,3,3919.0,1,1,1,K,M,0,0
41,4,2,19,1794,1,3054,1,50,4,1644.0,2,1,2,2,K,0,0
41,4,2,20,2601,0,2866,1,1000,1,1601.0,1,2,2,I,8,0,0
41,4,2,21,1990,1,1854,1,2000,1,-10.0,1,2,2,K,9,0,0
41,4,2,22,1906,1,1864,1,1000,4,906.0,2,1,2,3,R,0,0
41,4,2,23,1957,1,2357,1,50,2,1807.0,2,2,1,1,2,0,0
41,4,2,24,3767,1,3343,1,1000,2,2767.0,2,2,1,3,4,0,0
41,4,2,25,2960,0,3937,1,2000,3,960.0,1,1,1,R,I,0,0
41,4,2,26,1106,1,1788,1,450,2,656.0,2,2,1,2,1,0,0
41,4,2,27,926,1,1351,1,2000,4,-1074.0,2,1,2,2,U,0,0
41,4,2,28,1262,1,913,0,1000,4,262.0,2,1,2,4,R,0,0
41,4,2,29,2344,1,2900,1,50,3,2194.0,1,1,1,K,U,0,0
41,4,2,30,1965,1,2349,1,50,1,1815.0,1,2,2,I,7,0,0
41,4,2,31,3071,1,3185,1,450,1,2621.0,1,2,2,K,7,0,0
41,4,2,32,1484,1,3285,1,50,4,1334.0,2,1,2,6,K,0,0
41,4,2,33,2352,1,2804,1,50,2,2202.0,2,2,1,8,2,0,0
41,4,2,34,2264,1,1813,1,1000,1,1264.0,1,2,2,R,3,0,0
41,4,2,35,1533,1,1674,1,450,1,1083.0,1,2,2,G,3,0,0
41,4,2,36,1094,1,1063,1,1000,3,94.0,1,1,1,A,R,0,0
41,4,2,37,3329,1,2701,1,1000,1,2329.0,1,2,2,U,7,0,0
41,4,2,38,3203,1,1685,1,2000,2,1203.0,2,2,1,4,2,0,0
41,4,2,39,3693,1,4041,1,50,3,3543.0,1,1,1,G,R,0,0
41,4,2,40,1125,1,1180,1,1000,2,125.0,2,2,1,6,1,0,0
41,4,2,41,1708,1,2033,1,450,2,1258.0,2,2,1,8,9,0,0
41,4,2,42,1664,1,1810,0,450,4,1214.0,2,1,2,2,G,0,0
41,4,2,43,1229,1,740,0,2000,4,-771.0,2,1,2,7,G,0,0
41,4,2,44,2038,1,1032,1,2000,3,38.0,1,1,1,R,U,0,0
41,4,2,45,1761,0,2837,1,50,4,1611.0,2,1,2,2,R,0,0
41,4,2,46,1353,1,897,1,2000,1,-647.0,1,2,2,K,3,0,0
41,4,2,47,1956,1,2203,0,50,1,1806.0,1,2,2,U,6,0,0
41,4,2,48,1548,1,1791,1,450,3,1098.0,1,1,1,U,G,0,0
41,4,2,49,1032,1,918,1,1000,3,32.0,1,1,1,A,G,0,0
41,4,2,50,1545,1,1965,1,50,3,1395.0,1,1,1,K,R,0,0
41,4,2,51,1443,1,882,1,2000,2,-557.0,2,2,1,7,4,0,0
41,4,2,52,1149,1,1251,1,1000,2,149.0,2,2,1,2,4,0,0
41,4,2,53,978,1,1001,1,2000,3,-1022.0,1,1,1,I,R,0,0
41,4,2,54,3888,1,4458,1,450,3,3438.0,1,1,1,M,A,0,0
41,4,2,55,2010,1,2243,1,1000,3,1010.0,1,1,1,R,G,0,0
41,4,2,56,935,1,1101,1,450,1,485.0,1,2,2,E,1,0,0
41,4,2,57,1949,1,2386,1,450,2,1499.0,2,2,1,8,6,0,0
41,4,2,58,1563,1,858,1,2000,1,-437.0,1,2,2,A,2,0,0
41,4,2,59,1640,1,1549,1,1000,4,640.0,2,1,2,8,E,0,0
41,4,2,60,1784,1,2370,1,50,2,1634.0,2,2,1,3,9,0,0
41,4,2,61,1161,1,2033,1,450,4,711.0,2,1,2,2,E,0,0
41,4,2,62,1053,1,1931,1,2000,4,-947.0,2,1,2,6,G,0,0
41,4,2,63,1134,1,1107,1,450,3,684.0,1,1,1,I,U,0,0
41,4,2,64,2301,1,2624,1,50,4,2151.0,2,1,2,8,U,0,0
41,4,2,65,3957,1,4262,1,50,1,3807.0,1,2,2,K,6,0,0
41,5,2,1,1085,1,1140,1,450,4,635.0,2,1,2,1,G,0,0
41,5,2,2,1203,1,1189,1,1000,1,203.0,1,2,2,U,9,0,0
41,5,2,3,896,1,867,0,450,1,446.0,1,2,2,M,8,0,0
41,5,2,4,1842,1,2060,1,50,1,1692.0,1,2,2,R,9,0,0
41,5,2,5,1009,1,648,1,2000,3,-991.0,1,1,1,G,U,0,0
41,5,2,6,750,1,869,1,1000,1,-250.0,1,2,2,K,4,0,0
41,5,2,7,2001,1,2307,1,50,3,1851.0,1,1,1,K,G,0,0
41,5,2,8,2621,1,1984,1,1000,2,1621.0,2,2,1,9,2,0,0
41,5,2,9,1148,1,1753,1,1000,4,148.0,2,1,2,8,K,0,0
41,5,2,10,915,1,958,1,450,3,465.0,1,1,1,A,M,0,0
41,5,2,11,1056,1,1351,1,50,4,906.0,2,1,2,4,K,0,0
41,5,2,12,971,0,3090,1,2000,2,-1029.0,2,2,1,1,9,0,0
41,5,2,13,1310,1,1585,1,50,3,1160.0,1,1,1,K,I,0,0
41,5,2,14,872,1,1071,1,2000,1,-1128.0,1,2,2,M,6,0,0
41,5,2,15,924,1,1092,1,2000,4,-1076.0,2,1,2,1,A,0,0
41,5,2,16,910,1,1169,1,50,1,760.0,1,2,2,M,4,0,0
41,5,2,17,1079,1,1836,1,50,2,929.0,2,2,1,6,3,0,0
41,5,2,18,1006,1,969,1,450,1,556.0,1,2,2,R,1,0,0
41,5,2,19,1580,0,1558,1,450,4,1130.0,2,1,2,9,E,0,0
41,5,2,20,1635,1,1945,1,450,2,1185.0,2,2,1,7,4,0,0
41,5,2,21,1394,1,1081,1,2000,1,-606.0,1,2,2,G,8,0,0
41,5,2,22,1181,1,1763,1,50,2,1031.0,2,2,1,6,9,0,0
41,5,2,23,1286,1,669,1,2000,2,-714.0,2,2,1,4,2,0,0
41,5,2,24,1322,1,698,1,2000,3,-678.0,1,1,1,A,G,0,0
41,5,2,25,1021,1,816,1,1000,2,21.0,2,2,1,2,1,0,0
41,5,2,26,2402,0,1723,1,1000,4,1402.0,2,1,2,9,I,0,0
41,5,2,27,564,1,987,1,2000,4,-1436.0,2,1,2,3,M,0,0
41,5,2,28,2747,0,3295,1,1000,3,1747.0,1,1,1,G,M,0,0
41,5,2,29,1892,1,1923,1,450,4,1442.0,2,1,2,2,M,0,0
41,5,2,30,805,1,924,1,1000,4,-195.0,2,1,2,8,R,0,0
41,5,2,31,3390,1,3634,1,450,2,2940.0,2,2,1,4,3,0,0
41,5,2,32,610,1,762,1,2000,2,-1390.0,2,2,1,8,1,0,0
41,5,2,33,931,1,1046,1,450,3,481.0,1,1,1,G,I,0,0
41,5,2,34,798,1,1022,0,1000,1,-202.0,1,2,2,I,9,0,0
41,5,2,35,2659,1,2901,1,50,4,2509.0,2,1,2,7,A,0,0
41,5,2,36,687,1,687,1,450,4,237.0,2,1,2,7,G,0,0
41,5,2,37,975,1,839,1,2000,3,-1025.0,1,1,1,U,A,0,0
41,5,2,38,1076,1,1342,1,50,2,926.0,2,2,1,4,9,0,0
41,5,2,39,942,1,1230,1,1000,2,-58.0,2,2,1,1,4,0,0
41,5,2,40,901,1,1156,1,1000,4,-99.0,2,1,2,7,M,0,0
41,5,2,41,757,1,1349,1,50,1,607.0,1,2,2,E,8,0,0
41,5,2,42,1455,1,719,1,2000,1,-545.0,1,2,2,K,7,0,0
41,5,2,43,1280,1,877,1,1000,1,280.0,1,2,2,E,4,0,0
41,5,2,44,1428,1,1701,1,450,2,978.0,2,2,1,9,1,0,0
41,5,2,45,3173,1,3049,1,450,1,2723.0,1,2,2,U,2,0,0
41,5,2,46,929,1,1128,1,1000,3,-71.0,1,1,1,G,K,0,0
41,5,2,47,1866,1,2107,1,50,3,1716.0,1,1,1,E,U,0,0
41,5,2,48,799,1,686,1,2000,3,-1201.0,1,1,1,E,M,0,0
41,5,2,49,793,1,1000,1,1000,3,-207.0,1,1,1,I,A,0,0
41,5,2,50,5232,1,3774,1,2000,4,3232.0,2,1,2,6,E,0,0
41,5,2,51,792,1,800,1,1000,1,-208.0,1,2,2,I,3,0,0
41,5,2,52,1478,1,1763,1,50,2,1328.0,2,2,1,2,4,0,0
41,5,2,53,1136,0,1088,0,450,3,686.0,1,1,1,I,M,0,0
41,5,2,54,3088,1,3301,1,50,3,2938.0,1,1,1,R,E,0,0
41,5,2,55,644,1,924,1,450,1,194.0,1,2,2,G,9,0,0
41,5,2,56,1307,1,1627,1,50,4,1157.0,2,1,2,1,A,0,0
41,5,2,57,1219,1,1050,1,2000,2,-781.0,2,2,1,7,6,0,0
41,5,2,58,2463,1,2853,1,50,1,2313.0,1,2,2,A,8,0,0
41,5,2,59,2157,1,2066,1,450,3,1707.0,1,1,1,M,A,0,0
41,5,2,60,1695,1,1249,1,1000,2,695.0,2,2,1,7,2,0,0
41,5,2,61,987,1,1051,1,450,2,537.0,2,2,1,2,8,0,0
41,5,2,62,885,1,1156,1,1000,4,-115.0,2,1,2,8,M,0,0
41,5,2,63,1190,1,699,1,1000,3,190.0,1,1,1,R,M,0,0
41,5,2,64,1623,1,1870,1,50,4,1473.0,2,1,2,4,U,0,0
41,5,2,65,877,1,1413,1,2000,4,-1123.0,2,1,2,8,I,0,0
42,1,1,1,5946,1,13405,1,450,4,5496.0,2,1,2,7,I,0,0
42,1,1,2,4202,1,5324,1,2000,1,2202.0,1,2,2,G,3,0,0
42,1,1,3,1444,1,2832,1,50,3,1294.0,1,1,1,G,U,0,0
42,1,1,4,2611,0,4295,1,50,2,2461.0,2,2,1,1,3,0,0
42,1,1,5,1824,0,985,0,2000,3,-176.0,1,1,1,U,A,0,0
42,1,1,6,1799,1,2485,1,1000,1,799.0,1,2,2,R,6,0,0
42,1,1,7,2137,1,3146,1,450,2,1687.0,2,2,1,4,6,0,0
42,1,1,8,1521,1,1472,1,2000,4,-479.0,2,1,2,9,E,0,0
42,1,1,9,1485,1,1860,1,450,3,1035.0,1,1,1,E,K,0,0
42,1,1,10,2334,0,2430,1,1000,2,1334.0,2,2,1,1,6,0,0
42,1,1,11,4050,1,4692,1,50,1,3900.0,1,2,2,G,9,0,0
42,1,1,12,3768,0,5313,1,1000,4,2768.0,2,1,2,4,G,0,0
42,1,1,13,2251,1,3073,1,450,1,1801.0,1,2,2,M,6,0,0
42,1,1,14,2187,0,2415,1,1000,3,1187.0,1,1,1,I,K,0,0
42,1,1,15,1105,1,1591,1,50,4,955.0,2,1,2,8,K,0,0
42,1,1,16,1130,1,1033,1,2000,2,-870.0,2,2,1,4,2,0,0
42,1,1,17,647,1,826,1,450,4,197.0,2,1,2,8,E,0,0
42,1,1,18,1235,1,1035,1,1000,1,235.0,1,2,2,M,8,0,0
42,1,1,19,1055,1,1187,1,1000,2,55.0,2,2,1,6,2,0,0
42,1,1,20,975,1,926,1,2000,3,-1025.0,1,1,1,I,U,0,0
42,1,1,21,808,1,760,1,2000,4,-1192.0,2,1,2,7,E,0,0
42,1,1,22,961,1,720,1,1000,3,-39.0,1,1,1,M,K,0,0
42,1,1,23,547,1,651,1,2000,1,-1453.0,1,2,2,M,4,0,0
42,1,1,24,999,1,1115,1,450,2,549.0,2,2,1,8,4,0,0
42,2,2,1,1283,1,1636,1,50,2,1133.0,2,2,1,9,8,0,0
42,2,2,2,1905,1,2299,1,450,1,1455.0,1,2,2,R,4,0,0
42,2,2,3,866,1,658,1,2000,2,-1134.0,2,2,1,8,1,0,0
42,2,2,4,1335,1,1445,1,450,3,885.0,1,1,1,G,E,0,0
42,2,2,5,1313,1,1599,1,50,1,1163.0,1,2,2,E,2,0,0
42,2,2,6,1217,1,1198,1,450,1,767.0,1,2,2,G,4,0,0
42,2,2,7,910,1,797,1,1000,4,-90.0,2,1,2,8,I,0,0
42,2,2,8,517,1,538,1,450,2,67.0,2,2,1,4,8,0,0
42,2,2,9,588,1,780,1,2000,2,-1412.0,2,2,1,2,1,0,0
42,2,2,10,1043,1,1415,1,50,4,893.0,2,1,2,1,U,0,0
42,2,2,11,947,1,1138,1,50,3,797.0,1,1,1,I,R,0,0
42,2,2,12,639,1,751,1,2000,4,-1361.0,2,1,2,6,E,0,0
42,2,2,13,519,1,774,1,450,4,69.0,2,1,2,4,R,0,0
42,2,2,14,1724,0,3523,1,1000,1,724.0,1,2,2,U,3,0,0
42,2,2,15,839,1,734,1,1000,3,-161.0,1,1,1,K,M,0,0
42,2,2,16,1312,1,1541,1,50,2,1162.0,2,2,1,3,4,0,0
42,2,2,17,1673,1,2241,1,50,4,1523.0,2,1,2,1,A,0,0
42,2,2,18,1360,1,1859,1,50,1,1210.0,1,2,2,K,7,0,0
42,2,2,19,615,1,694,1,2000,1,-1385.0,1,2,2,E,7,0,0
42,2,2,20,882,1,633,1,1000,2,-118.0,2,2,1,1,7,0,0
42,2,2,21,806,1,1957,1,50,1,656.0,1,2,2,A,8,0,0
42,2,2,22,545,1,761,1,2000,1,-1455.0,1,2,2,U,1,0,0
42,2,2,23,1130,1,1223,1,50,3,980.0,1,1,1,I,A,0,0
42,2,2,24,738,1,633,1,1000,4,-262.0,2,1,2,8,M,0,0
42,2,2,25,518,1,660,1,450,3,68.0,1,1,1,K,R,0,0
42,2,2,26,648,1,535,1,2000,3,-1352.0,1,1,1,G,I,0,0
42,2,2,27,1145,1,1074,1,450,1,695.0,1,2,2,A,3,0,0
42,2,2,28,875,1,682,1,1000,1,-125.0,1,2,2,I,4,0,0
42,2,2,29,502,1,733,1,450,4,52.0,2,1,2,4,M,0,0
42,2,2,30,726,1,614,1,2000,2,-1274.0,2,2,1,6,3,0,0
42,2,2,31,589,1,660,1,1000,2,-411.0,2,2,1,7,2,0,0
42,2,2,32,601,1,734,1,450,2,151.0,2,2,1,1,9,0,0
42,2,2,33,670,1,882,1,50,3,520.0,1,1,1,G,K,0,0
42,2,2,34,675,1,547,1,2000,3,-1325.0,1,1,1,E,A,0,0
42,2,2,35,716,1,685,1,50,2,566.0,2,2,1,6,8,0,0
42,2,2,36,473,1,604,1,450,2,23.0,2,2,1,3,7,0,0
42,2,2,37,676,1,2034,1,450,3,226.0,1,1,1,R,M,0,0
42,2,2,38,552,1,575,1,1000,3,-448.0,1,1,1,U,K,0,0
42,2,2,39,774,1,838,1,50,2,624.0,2,2,1,2,7,0,0
42,2,2,40,870,1,582,1,2000,1,-1130.0,1,2,2,E,4,0,0
42,2,2,41,1246,1,821,1,2000,2,-754.0,2,2,1,2,8,0,0
42,2,2,42,492,1,779,1,1000,1,-508.0,1,2,2,K,6,0,0
42,2,2,43,1051,1,1109,1,50,3,901.0,1,1,1,I,G,0,0
42,2,2,44,390,1,606,1,50,1,240.0,1,2,2,I,2,0,0
42,2,2,45,631,1,575,1,2000,4,-1369.0,2,1,2,7,U,0,0
42,2,2,46,648,1,1023,1,1000,4,-352.0,2,1,2,2,K,0,0
42,2,2,47,461,0,972,1,1000,2,-539.0,2,2,1,3,9,0,0
42,2,2,48,1093,1,851,1,450,3,643.0,1,1,1,E,I,0,0
42,2,2,49,576,1,2021,1,450,1,126.0,1,2,2,R,1,0,0
42,2,2,50,1043,1,1206,1,50,2,893.0,2,2,1,9,1,0,0
42,2,2,51,1675,1,1692,1,50,4,1525.0,2,1,2,6,R,0,0
42,2,2,52,1175,1,870,1,1000,3,175.0,1,1,1,K,G,0,0
42,2,2,53,498,1,606,1,450,4,48.0,2,1,2,2,U,0,0
42,2,2,54,814,1,1085,1,50,1,664.0,1,2,2,M,3,0,0
42,2,2,55,603,1,554,1,2000,3,-1397.0,1,1,1,E,M,0,0
42,2,2,56,627,0,995,1,2000,4,-1373.0,2,1,2,1,R,0,0
42,2,2,57,562,1,691,1,450,1,112.0,1,2,2,A,2,0,0
42,2,2,58,2291,0,4946,0,1000,4,1291.0,2,1,2,1,I,0,0
42,2,2,59,1709,1,884,1,1000,2,709.0,2,2,1,9,7,0,0
42,2,2,60,1471,1,1572,1,50,4,1321.0,2,1,2,4,A,0,0
42,2,2,61,560,1,597,1,450,4,110.0,2,1,2,3,A,0,0
42,2,2,62,947,1,1953,1,50,4,797.0,2,1,2,9,G,0,0
42,2,2,63,550,1,726,1,1000,3,-450.0,1,1,1,M,A,0,0
42,2,2,64,1216,1,1296,1,50,3,1066.0,1,1,1,U,I,0,0
42,2,2,65,2044,1,382,0,2000,2,44.0,2,2,1,7,8,0,0
42,3,2,1,975,1,1051,1,450,2,525.0,2,2,1,4,7,0,0
42,3,2,2,826,1,1152,1,1000,2,-174.0,2,2,1,6,7,0,0
42,3,2,3,594,1,722,1,1000,4,-406.0,2,1,2,9,I,0,0
42,3,2,4,1053,1,716,1,2000,3,-947.0,1,1,1,R,E,0,0
42,3,2,5,710,0,2117,1,450,2,260.0,2,2,1,1,4,0,0
42,3,2,6,1279,1,686,1,2000,1,-721.0,1,2,2,A,6,0,0
42,3,2,7,554,1,538,1,2000,4,-1446.0,2,1,2,1,K,0,0
42,3,2,8,764,1,764,1,1000,4,-236.0,2,1,2,4,E,0,0
42,3,2,9,532,1,675,1,1000,1,-468.0,1,2,2,R,8,0,0
42,3,2,10,608,1,585,1,2000,2,-1392.0,2,2,1,9,2,0,0
42,3,2,11,543,1,669,1,450,3,93.0,1,1,1,A,R,0,0
42,3,2,12,769,1,833,1,2000,1,-1231.0,1,2,2,K,1,0,0
42,3,2,13,1438,1,1619,1,50,3,1288.0,1,1,1,E,G,0,0
42,3,2,14,1101,1,1039,1,50,4,951.0,2,1,2,2,A,0,0
42,3,2,15,532,1,1138,1,2000,4,-1468.0,2,1,2,3,G,0,0
42,3,2,16,700,1,677,1,50,2,550.0,2,2,1,2,4,0,0
42,3,2,17,658,1,569,1,1000,3,-342.0,1,1,1,K,A,0,0
42,3,2,18,681,1,832,1,50,1,531.0,1,2,2,M,9,0,0
42,3,2,19,511,1,519,1,450,4,61.0,2,1,2,7,G,0,0
42,3,2,20,655,1,789,1,50,4,505.0,2,1,2,3,K,0,0
42,3,2,21,536,1,648,1,2000,2,-1464.0,2,2,1,1,8,0,0
42,3,2,22,622,1,573,1,1000,2,-378.0,2,2,1,2,3,0,0
42,3,2,23,613,1,495,1,450,1,163.0,1,2,2,U,2,0,0
42,3,2,24,535,1,822,1,1000,1,-465.0,1,2,2,A,9,0,0
42,3,2,25,723,1,1223,1,450,1,273.0,1,2,2,R,3,0,0
42,3,2,26,870,1,1179,1,50,2,720.0,2,2,1,4,9,0,0
42,3,2,27,984,1,797,1,450,3,534.0,1,1,1,U,E,0,0
42,3,2,28,1644,1,1636,1,450,2,1194.0,2,2,1,3,6,0,0
42,3,2,29,920,1,1327,1,2000,4,-1080.0,2,1,2,8,G,0,0
42,3,2,30,546,1,521,1,1000,4,-454.0,2,1,2,3,U,0,0
42,3,2,31,1372,1,739,1,2000,3,-628.0,1,1,1,R,K,0,0
42,3,2,32,644,1,731,1,450,4,194.0,2,1,2,4,K,0,0
42,3,2,33,852,1,1381,1,50,1,702.0,1,2,2,M,1,0,0
42,3,2,34,636,1,675,1,1000,3,-364.0,1,1,1,A,K,0,0
42,3,2,35,576,1,568,1,2000,3,-1424.0,1,1,1,A,I,0,0
42,3,2,36,615,1,578,1,450,3,165.0,1,1,1,E,U,0,0
42,3,2,37,820,1,992,1,50,3,670.0,1,1,1,K,U,0,0
42,3,2,38,1692,1,1004,1,1000,2,692.0,2,2,1,3,8,0,0
42,3,2,39,4186,1,4179,1,450,2,3736.0,2,2,1,9,3,0,0
42,3,2,40,1263,1,586,1,1000,1,263.0,1,2,2,K,9,0,0
42,3,2,41,1461,1,2649,0,50,4,1311.0,2,1,2,2,E,0,0
42,3,2,42,1659,1,2049,0,450,3,1209.0,1,1,1,K,E,0,0
42,3,2,43,847,1,583,1,2000,1,-1153.0,1,2,2,I,8,0,0
42,3,2,44,607,1,582,1,2000,3,-1393.0,1,1,1,M,G,0,0
42,3,2,45,606,1,454,1,2000,4,-1394.0,2,1,2,7,M,0,0
42,3,2,46,769,0,1540,1,50,2,619.0,2,2,1,1,2,0,0
42,3,2,47,564,1,780,1,1000,4,-436.0,2,1,2,7,A,0,0
42,3,2,48,989,0,612,0,1000,1,-11.0,1,2,2,I,3,0,0
42,3,2,49,1123,1,1243,1,50,1,973.0,1,2,2,R,2,0,0
42,3,2,50,650,1,682,1,2000,2,-1350.0,2,2,1,7,6,0,0
42,3,2,51,1030,1,1140,1,50,3,880.0,1,1,1,R,A,0,0
42,3,2,52,1017,1,870,0,450,4,567.0,2,1,2,2,I,0,0
42,3,2,53,618,1,1023,1,450,1,168.0,1,2,2,I,1,0,0
42,3,2,54,437,1,597,1,1000,3,-563.0,1,1,1,I,M,0,0
42,3,2,55,460,1,507,1,450,2,10.0,2,2,1,7,3,0,0
42,3,2,56,541,1,540,1,2000,1,-1459.0,1,2,2,K,4,0,0
42,3,2,57,758,1,951,1,50,2,608.0,2,2,1,8,7,0,0
42,3,2,58,896,1,1070,1,50,4,746.0,2,1,2,7,K,0,0
42,3,2,59,574,1,710,1,50,3,424.0,1,1,1,A,U,0,0
42,3,2,60,482,1,769,1,1000,3,-518.0,1,1,1,M,I,0,0
42,3,2,61,1105,1,1199,1,50,1,955.0,1,2,2,U,7,0,0
42,3,2,62,490,1,720,1,2000,1,-1510.0,1,2,2,K,8,0,0
42,3,2,63,555,1,1355,1,2000,4,-1445.0,2,1,2,4,U,0,0
42,3,2,64,484,1,643,1,1000,2,-516.0,2,2,1,8,6,0,0
42,3,2,65,666,1,1138,1,2000,2,-1334.0,2,2,1,7,1,0,0
42,4,2,1,718,1,636,1,450,1,268.0,1,2,2,E,3,0,0
42,4,2,2,649,1,608,1,2000,3,-1351.0,1,1,1,U,M,0,0
42,4,2,3,535,1,758,1,450,2,85.0,2,2,1,3,1,0,0
42,4,2,4,1197,1,911,1,450,4,747.0,2,1,2,8,A,0,0
42,4,2,5,1116,1,1212,1,50,2,966.0,2,2,1,9,6,0,0
42,4,2,6,1099,1,903,1,450,3,649.0,1,1,1,G,M,0,0
42,4,2,7,619,1,506,1,1000,1,-381.0,1,2,2,M,2,0,0
42,4,2,8,598,1,709,1,1000,4,-402.0,2,1,2,6,G,0,0
42,4,2,9,1208,1,1552,1,2000,4,-792.0,2,1,2,9,R,0,0
42,4,2,10,650,1,802,1,2000,3,-1350.0,1,1,1,K,I,0,0
42,4,2,11,601,1,542,1,450,4,151.0,2,1,2,2,R,0,0
42,4,2,12,583,1,562,1,450,1,133.0,1,2,2,G,7,0,0
42,4,2,13,701,1,492,1,2000,2,-1299.0,2,2,1,8,2,0,0
42,4,2,14,480,1,479,1,2000,1,-1520.0,1,2,2,K,2,0,0
42,4,2,15,732,1,748,1,1000,2,-268.0,2,2,1,8,3,0,0
42,4,2,16,590,1,758,1,2000,2,-1410.0,2,2,1,2,9,0,0
42,4,2,17,942,1,1216,1,50,1,792.0,1,2,2,U,6,0,0
42,4,2,18,782,1,861,1,50,3,632.0,1,1,1,R,I,0,0
42,4,2,19,676,1,972,1,1000,4,-324.0,2,1,2,2,M,0,0
42,4,2,20,604,1,940,1,1000,1,-396.0,1,2,2,G,1,0,0
42,4,2,21,805,1,899,1,50,1,655.0,1,2,2,G,8,0,0
42,4,2,22,673,1,752,1,50,4,523.0,2,1,2,4,I,0,0
42,4,2,23,738,1,736,1,50,2,588.0,2,2,1,4,1,0,0
42,4,2,24,669,1,701,1,450,2,219.0,2,2,1,3,2,0,0
42,4,2,25,605,1,503,1,450,3,155.0,1,1,1,A,G,0,0
42,4,2,26,686,1,486,1,1000,2,-314.0,2,2,1,4,3,0,0
42,4,2,27,489,1,707,1,450,4,39.0,2,1,2,2,G,0,0
42,4,2,28,569,1,1287,1,2000,4,-1431.0,2,1,2,3,R,0,0
42,4,2,29,500,1,524,1,1000,3,-500.0,1,1,1,U,R,0,0
42,4,2,30,742,1,509,1,2000,1,-1258.0,1,2,2,I,6,0,0
42,4,2,31,417,1,550,1,450,1,-33.0,1,2,2,I,7,0,0
42,4,2,32,752,1,671,1,1000,4,-248.0,2,1,2,6,M,0,0
42,4,2,33,531,1,614,1,450,2,81.0,2,2,1,6,1,0,0
42,4,2,34,823,1,655,1,1000,1,-177.0,1,2,2,G,6,0,0
42,4,2,35,1587,1,1632,1,50,1,1437.0,1,2,2,G,2,0,0
42,4,2,36,1817,1,1775,1,450,3,1367.0,1,1,1,M,E,0,0
42,4,2,37,511,1,551,1,1000,1,-489.0,1,2,2,U,8,0,0
42,4,2,38,496,0,591,1,1000,2,-504.0,2,2,1,7,9,0,0
42,4,2,39,639,1,630,1,1000,3,-361.0,1,1,1,E,R,0,0
42,4,2,40,1244,1,1384,1,50,2,1094.0,2,2,1,8,9,0,0
42,4,2,41,614,1,533,1,2000,2,-1386.0,2,2,1,2,6,0,0
42,4,2,42,622,1,716,1,50,4,472.0,2,1,2,6,K,0,0
42,4,2,43,434,1,505,1,1000,4,-566.0,2,1,2,6,I,0,0
42,4,2,44,581,1,939,1,2000,3,-1419.0,1,1,1,R,G,0,0
42,4,2,45,580,1,510,1,450,4,130.0,2,1,2,9,K,0,0
42,4,2,46,485,0,621,1,2000,1,-1515.0,1,2,2,E,8,0,0
42,4,2,47,554,1,667,1,450,1,104.0,1,2,2,E,6,0,0
