subjectid,block,blocktype,trial,latency1,accuracy1,latency2,accuracy2,SOA,taskpair,RT1_SOAdif,T1,T2,T1T2sequence,S1,S2,R1beforeS1onset,R2beforeS2onset
22,3,2,38,1738,1,1069,1,1000,2,738.0,2,2,1,1,4,0,0
22,3,2,39,1588,0,1334,0,450,2,1138.0,2,2,1,8,6,0,0
22,3,2,40,700,1,747,1,2000,1,-1300.0,1,2,2,A,3,0,0
22,3,2,41,916,1,1132,1,50,4,766.0,2,1,2,3,G,0,0
22,3,2,42,1854,1,1265,1,1000,3,854.0,1,1,1,E,A,0,0
22,3,2,43,899,1,586,1,1000,1,-101.0,1,2,2,U,4,0,0
22,3,2,44,586,1,442,1,2000,3,-1414.0,1,1,1,G,M,0,0
22,3,2,45,1119,1,1421,1,450,4,669.0,2,1,2,4,R,0,0
22,3,2,46,1593,1,1708,0,50,2,1443.0,2,2,1,7,9,0,0
22,3,2,47,1782,1,2157,1,2000,4,-218.0,2,1,2,9,K,0,0
22,3,2,48,2711,1,1241,1,2000,1,711.0,1,2,2,E,4,0,0
22,3,2,49,1115,1,911,1,450,1,665.0,1,2,2,K,8,0,0
22,3,2,50,980,1,1043,1,2000,2,-1020.0,2,2,1,8,7,0,0
22,3,2,51,1184,1,1321,1,50,3,1034.0,1,1,1,I,M,0,0
22,3,2,52,923,1,786,1,1000,4,-77.0,2,1,2,6,G,0,0
22,3,2,53,786,1,586,1,1000,1,-214.0,1,2,2,I,6,0,0
22,3,2,54,569,1,488,1,450,3,119.0,1,1,1,U,K,0,0
22,3,2,55,488,1,714,0,450,2,38.0,2,2,1,6,1,0,0
22,3,2,56,968,1,2434,1,50,1,818.0,1,2,2,I,9,0,0
22,3,2,57,1135,1,711,1,1000,2,135.0,2,2,1,7,6,0,0
22,3,2,58,1192,1,1298,1,50,4,1042.0,2,1,2,7,A,0,0
22,3,2,59,868,1,1125,1,50,3,718.0,1,1,1,U,E,0,0
22,3,2,60,598,1,712,1,450,3,148.0,1,1,1,M,I,0,0
22,3,2,61,725,1,444,1,1000,1,-275.0,1,2,2,E,8,0,0
22,3,2,62,537,1,702,1,50,1,387.0,1,2,2,K,4,0,0
22,3,2,63,668,1,578,1,450,4,218.0,2,1,2,2,E,0,0
22,3,2,64,729,1,782,1,50,2,579.0,2,2,1,3,8,0,0
22,3,2,65,810,1,778,1,2000,2,-1190.0,2,2,1,4,7,0,0
22,4,2,1,628,1,555,1,450,1,178.0,1,2,2,M,2,0,0
22,4,2,2,858,1,505,1,1000,3,-142.0,1,1,1,I,E,0,0
22,4,2,3,970,1,999,1,50,2,820.0,2,2,1,9,6,0,0
22,4,2,4,803,1,754,1,1000,4,-197.0,2,1,2,6,R,0,0
22,4,2,5,764,1,571,1,2000,2,-1236.0,2,2,1,2,8,0,0
22,4,2,6,1428,1,652,1,2000,3,-572.0,1,1,1,E,G,0,0
22,4,2,7,713,1,969,1,2000,1,-1287.0,1,2,2,R,7,0,0
22,4,2,8,889,1,649,1,2000,4,-1111.0,2,1,2,3,K,0,0
22,4,2,9,2197,1,2159,1,450,4,1747.0,2,1,2,9,R,0,0
22,4,2,10,740,1,699,1,1000,3,-260.0,1,1,1,U,I,0,0
22,4,2,11,863,1,630,1,2000,4,-1137.0,2,1,2,8,R,0,0
22,4,2,12,715,1,686,1,450,1,265.0,1,2,2,G,3,0,0
22,4,2,13,836,1,891,1,1000,2,-164.0,2,2,1,6,9,0,0
22,4,2,14,951,1,711,1,2000,1,-1049.0,1,2,2,G,7,0,0
22,4,2,15,434,0,367,0,450,2,-16.0,2,2,1,3,2,0,0
22,4,2,16,928,1,471,1,1000,2,-72.0,2,2,1,1,8,0,0
22,4,2,17,666,1,762,1,50,1,516.0,1,2,2,M,6,0,0
22,4,2,18,659,1,657,1,450,3,209.0,1,1,1,I,R,0,0
22,4,2,19,917,1,524,1,1000,4,-83.0,2,1,2,8,A,0,0
22,4,2,20,615,1,462,1,1000,1,-385.0,1,2,2,G,2,0,0
22,4,2,21,754,1,1003,0,450,1,304.0,1,2,2,A,1,0,0
22,4,2,22,709,1,2175,1,50,4,559.0,2,1,2,2,G,0,0
22,4,2,23,1783,1,1883,0,450,2,1333.0,2,2,1,6,3,0,0
22,4,2,24,950,1,1007,1,50,2,800.0,2,2,1,3,6,0,0
22,4,2,25,583,1,765,1,2000,3,-1417.0,1,1,1,M,R,0,0
22,4,2,26,2758,1,1484,0,2000,2,758.0,2,2,1,4,9,0,0
22,4,2,27,705,1,609,1,2000,4,-1295.0,2,1,2,2,A,0,0
22,4,2,28,823,1,918,1,50,4,673.0,2,1,2,8,G,0,0
22,4,2,29,602,1,637,1,50,3,452.0,1,1,1,M,K,0,0
22,4,2,30,585,1,1664,0,2000,1,-1415.0,1,2,2,K,3,0,0
22,4,2,31,1117,1,1342,1,50,1,967.0,1,2,2,A,6,0,0
22,4,2,32,720,1,534,1,1000,4,-280.0,2,1,2,2,K,0,0
22,4,2,33,968,1,1210,0,50,2,818.0,2,2,1,6,7,0,0
22,4,2,34,2687,1,1970,1,1000,1,1687.0,1,2,2,M,7,0,0
22,4,2,35,1246,1,1892,1,50,1,1096.0,1,2,2,M,9,0,0
22,4,2,36,748,1,947,1,1000,3,-252.0,1,1,1,E,U,0,0
22,4,2,37,861,1,669,1,2000,1,-1139.0,1,2,2,A,7,0,0
22,4,2,38,1857,1,1749,1,450,2,1407.0,2,2,1,4,2,0,0
22,4,2,39,606,1,641,1,450,3,156.0,1,1,1,K,U,0,0
22,4,2,40,705,1,609,1,1000,2,-295.0,2,2,1,2,7,0,0
22,4,2,41,528,1,536,1,2000,2,-1472.0,2,2,1,9,8,0,0
22,4,2,42,1049,1,813,1,450,4,599.0,2,1,2,9,G,0,0
22,4,2,43,645,1,540,1,1000,4,-355.0,2,1,2,2,U,0,0
22,4,2,44,542,1,637,1,2000,3,-1458.0,1,1,1,R,A,0,0
22,4,2,45,924,1,595,1,2000,4,-1076.0,2,1,2,1,E,0,0
22,4,2,46,715,1,618,1,1000,1,-285.0,1,2,2,E,6,0,0
22,4,2,47,647,1,593,1,450,1,197.0,1,2,2,I,8,0,0
22,4,2,48,579,1,848,1,50,3,429.0,1,1,1,A,M,0,0
22,4,2,49,538,1,753,1,2000,3,-1462.0,1,1,1,G,R,0,0
22,4,2,50,1522,1,1632,1,50,3,1372.0,1,1,1,I,K,0,0
22,4,2,51,1601,1,1627,1,50,2,1451.0,2,2,1,3,7,0,0
22,4,2,52,1304,1,1081,1,450,2,854.0,2,2,1,6,8,0,0
22,4,2,53,960,1,711,1,450,3,510.0,1,1,1,E,I,0,0
22,4,2,54,721,1,456,1,1000,3,-279.0,1,1,1,I,A,0,0
22,4,2,55,660,1,815,1,50,3,510.0,1,1,1,I,U,0,0
22,4,2,56,700,1,556,0,1000,1,-300.0,1,2,2,U,1,0,0
22,4,2,57,725,1,500,1,1000,2,-275.0,2,2,1,9,4,0,0
22,4,2,58,775,1,732,1,450,1,325.0,1,2,2,A,8,0,0
22,4,2,59,637,1,722,1,50,4,487.0,2,1,2,3,A,0,0
22,4,2,60,1121,1,537,0,2000,2,-879.0,2,2,1,9,1,0,0
22,4,2,61,1130,1,1380,1,450,4,680.0,2,1,2,1,M,0,0
22,4,2,62,1182,1,1677,1,50,4,1032.0,2,1,2,8,E,0,0
22,4,2,63,562,1,539,1,450,3,112.0,1,1,1,G,A,0,0
22,4,2,64,720,1,592,1,450,4,270.0,2,1,2,8,K,0,0
22,4,2,65,756,1,811,1,50,1,606.0,1,2,2,A,4,0,0
22,5,2,1,753,1,465,1,1000,4,-247.0,2,1,2,1,A,0,0
22,5,2,2,550,1,477,1,2000,1,-1450.0,1,2,2,K,2,0,0
22,5,2,3,1001,0,4871,1,450,1,551.0,1,2,2,M,8,0,0
22,5,2,4,668,1,523,1,2000,1,-1332.0,1,2,2,U,6,0,0
22,5,2,5,270,0,973,1,1000,3,-730.0,1,1,1,K,A,0,0
22,5,2,6,669,1,548,1,1000,1,-331.0,1,2,2,A,9,0,0
22,5,2,7,509,1,685,1,2000,3,-1491.0,1,1,1,R,K,0,0
22,5,2,8,872,1,878,1,50,2,722.0,2,2,1,7,2,0,0
22,5,2,9,693,1,685,1,2000,4,-1307.0,2,1,2,3,M,0,0
22,5,2,10,704,1,537,1,450,3,254.0,1,1,1,U,I,0,0
22,5,2,11,1062,1,1067,1,50,4,912.0,2,1,2,6,I,0,0
22,5,2,12,499,1,471,1,450,2,49.0,2,2,1,7,4,0,0
22,5,2,13,852,1,863,1,50,3,702.0,1,1,1,A,I,0,0
22,5,2,14,705,1,742,1,50,1,555.0,1,2,2,I,4,0,0
22,5,2,15,538,1,467,1,450,4,88.0,2,1,2,4,M,0,0
22,5,2,16,484,1,564,0,1000,1,-516.0,1,2,2,G,9,0,0
22,5,2,17,1260,1,613,1,1000,2,260.0,2,2,1,6,8,0,0
22,5,2,18,897,1,920,1,50,1,747.0,1,2,2,K,9,0,0
22,5,2,19,845,1,516,1,1000,4,-155.0,2,1,2,4,G,0,0
22,5,2,20,815,1,630,1,2000,2,-1185.0,2,2,1,1,4,0,0
22,5,2,21,981,1,549,1,2000,1,-1019.0,1,2,2,G,8,0,0
22,5,2,22,647,1,702,1,1000,2,-353.0,2,2,1,3,6,0,0
22,5,2,23,1065,1,868,1,450,2,615.0,2,2,1,2,7,0,0
22,5,2,24,786,1,674,1,1000,3,-214.0,1,1,1,U,G,0,0
22,5,2,25,838,1,694,1,2000,2,-1162.0,2,2,1,1,9,0,0
22,5,2,26,746,1,497,1,2000,4,-1254.0,2,1,2,4,E,0,0
22,5,2,27,732,1,583,1,450,4,282.0,2,1,2,9,E,0,0
22,5,2,28,849,1,624,1,2000,3,-1151.0,1,1,1,U,M,0,0
22,5,2,29,1038,1,1067,1,50,4,888.0,2,1,2,6,U,0,0
22,5,2,30,643,1,650,1,1000,4,-357.0,2,1,2,7,U,0,0
22,5,2,31,711,1,795,1,50,2,561.0,2,2,1,4,1,0,0
22,5,2,32,728,1,703,1,1000,2,-272.0,2,2,1,7,3,0,0
22,5,2,33,667,1,586,1,1000,3,-333.0,1,1,1,I,G,0,0
22,5,2,34,529,1,698,1,450,1,79.0,1,2,2,I,1,0,0
22,5,2,35,658,1,513,1,2000,4,-1342.0,2,1,2,2,R,0,0
22,5,2,36,1372,1,1539,1,50,4,1222.0,2,1,2,9,E,0,0
22,5,2,37,727,1,927,1,2000,3,-1273.0,1,1,1,A,U,0,0
22,5,2,38,560,1,739,1,50,2,410.0,2,2,1,4,7,0,0
22,5,2,39,1275,1,1104,1,450,2,825.0,2,2,1,2,8,0,0
22,5,2,40,644,1,764,1,2000,4,-1356.0,2,1,2,9,R,0,0
22,5,2,41,1605,1,597,1,2000,1,-395.0,1,2,2,G,7,0,0
22,5,2,42,468,1,506,0,450,1,18.0,1,2,2,M,1,0,0
22,5,2,43,947,1,962,1,50,1,797.0,1,2,2,G,1,0,0
22,5,2,44,502,0,749,1,2000,2,-1498.0,2,2,1,1,6,0,0
22,5,2,45,527,1,493,1,1000,1,-473.0,1,2,2,G,4,0,0
22,5,2,46,1056,1,787,1,450,3,606.0,1,1,1,M,G,0,0
22,5,2,47,845,1,913,1,50,3,695.0,1,1,1,E,A,0,0
22,5,2,48,1873,1,361,1,2000,3,-127.0,1,1,1,R,K,0,0
22,5,2,49,1057,1,1233,1,50,3,907.0,1,1,1,A,M,0,0
22,5,2,50,640,1,651,1,450,4,190.0,2,1,2,9,G,0,0
22,5,2,51,538,1,604,1,450,1,88.0,1,2,2,A,7,0,0
22,5,2,52,766,1,1070,1,50,2,616.0,2,2,1,7,9,0,0
22,5,2,53,1075,1,855,1,450,3,625.0,1,1,1,E,M,0,0
22,5,2,54,590,1,716,1,1000,3,-410.0,1,1,1,I,K,0,0
22,5,2,55,806,1,885,1,50,1,656.0,1,2,2,U,2,0,0
22,5,2,56,2603,1,1885,1,1000,4,1603.0,2,1,2,8,I,0,0
22,5,2,57,670,1,837,1,1000,2,-330.0,2,2,1,6,7,0,0
22,5,2,58,1019,1,548,1,1000,1,19.0,1,2,2,A,9,0,0
22,5,2,59,491,1,515,1,2000,3,-1509.0,1,1,1,I,A,0,0
22,5,2,60,661,1,549,1,450,2,211.0,2,2,1,6,1,0,0
22,5,2,61,580,1,467,1,2000,2,-1420.0,2,2,1,3,4,0,0
22,5,2,62,558,1,491,1,450,4,108.0,2,1,2,1,M,0,0
22,5,2,63,862,1,883,1,50,3,712.0,1,1,1,K,A,0,0
22,5,2,64,787,1,840,1,50,4,637.0,2,1,2,8,G,0,0
22,5,2,65,593,1,393,1,2000,4,-1407.0,2,1,2,2,G,0,0
23,1,1,1,1526,1,2894,1,1000,4,526.0,2,1,2,8,A,0,0
23,1,1,2,2425,0,768,0,2000,3,425.0,1,1,1,G,M,0,0
23,1,1,3,2096,1,2580,0,1000,2,1096.0,2,2,1,4,8,0,0
23,1,1,4,3296,0,4594,1,450,1,2846.0,1,2,2,U,6,0,0
23,1,1,5,1709,1,3367,0,50,4,1559.0,2,1,2,6,A,0,0
23,1,1,6,2032,1,1388,0,2000,1,32.0,1,2,2,M,1,0,0
23,1,1,7,1620,1,3285,1,450,3,1170.0,1,1,1,G,U,0,0
23,1,1,8,1357,1,2421,0,50,2,1207.0,2,2,1,4,1,0,0
23,1,1,9,4069,1,2687,1,2000,4,2069.0,2,1,2,7,U,0,0
23,1,1,10,1432,1,2879,1,50,3,1282.0,1,1,1,K,I,0,0
23,1,1,11,1396,1,1883,1,50,1,1246.0,1,2,2,G,3,0,0
23,1,1,12,1329,1,1882,1,450,2,879.0,2,2,1,3,4,0,0
23,1,1,13,1523,1,1720,1,1000,1,523.0,1,2,2,I,1,0,0
23,1,1,14,1597,1,1967,1,450,4,1147.0,2,1,2,6,I,0,0
23,1,1,15,795,1,643,1,2000,2,-1205.0,2,2,1,9,4,0,0
23,1,1,16,905,1,1520,1,1000,3,-95.0,1,1,1,M,E,0,0
23,1,1,17,1097,1,1443,1,450,2,647.0,2,2,1,9,7,0,0
23,1,1,18,1020,1,811,1,2000,1,-980.0,1,2,2,G,4,0,0
23,1,1,19,1027,1,707,0,2000,3,-973.0,1,1,1,R,K,0,0
23,1,1,20,894,1,877,1,2000,4,-1106.0,2,1,2,1,K,0,0
23,1,1,21,1153,1,1841,1,450,1,703.0,1,2,2,A,8,0,0
23,1,1,22,2195,1,2792,1,50,3,2045.0,1,1,1,E,M,0,0
23,1,1,23,749,1,676,1,1000,2,-251.0,2,2,1,3,6,0,0
23,1,1,24,895,1,1603,1,50,4,745.0,2,1,2,1,U,0,0
23,2,2,1,878,1,1337,1,50,2,728.0,2,2,1,6,4,0,0
23,2,2,2,961,1,560,1,1000,1,-39.0,1,2,2,M,4,0,0
23,2,2,3,617,1,777,1,2000,2,-1383.0,2,2,1,2,8,0,0
23,2,2,4,1409,0,2111,1,450,3,959.0,1,1,1,E,G,0,0
23,2,2,5,929,1,1110,1,50,1,779.0,1,2,2,U,4,0,0
23,2,2,6,654,1,150,0,2000,1,-1346.0,1,2,2,R,8,0,0
23,2,2,7,766,1,1042,1,450,4,316.0,2,1,2,6,U,0,0
23,2,2,8,895,1,1139,1,50,2,745.0,2,2,1,3,8,0,0
23,2,2,9,779,1,170,0,2000,2,-1221.0,2,2,1,1,7,0,0
23,2,2,10,658,1,737,1,1000,4,-342.0,2,1,2,4,K,0,0
23,2,2,11,971,1,1010,1,1000,3,-29.0,1,1,1,K,R,0,0
23,2,2,12,912,1,1166,1,50,4,762.0,2,1,2,6,R,0,0
23,2,2,13,778,1,1090,1,450,4,328.0,2,1,2,9,G,0,0
23,2,2,14,1347,0,1522,1,50,1,1197.0,1,2,2,A,1,0,0
23,2,2,15,872,1,735,1,2000,3,-1128.0,1,1,1,I,K,0,0
23,2,2,16,688,1,666,1,450,2,238.0,2,2,1,3,2,0,0
23,2,2,17,625,1,664,1,1000,4,-375.0,2,1,2,4,I,0,0
23,2,2,18,765,1,752,1,450,1,315.0,1,2,2,U,1,0,0
23,2,2,19,755,1,650,1,1000,1,-245.0,1,2,2,I,8,0,0
23,2,2,20,647,1,598,1,1000,2,-353.0,2,2,1,4,2,0,0
23,2,2,21,766,1,669,1,2000,1,-1234.0,1,2,2,A,6,0,0
23,2,2,22,617,1,558,1,450,1,167.0,1,2,2,K,8,0,0
23,2,2,23,558,1,999,1,50,3,408.0,1,1,1,G,K,0,0
23,2,2,24,855,1,1373,1,2000,4,-1145.0,2,1,2,1,E,0,0
23,2,2,25,846,1,494,0,1000,3,-154.0,1,1,1,M,K,0,0
23,2,2,26,801,1,639,1,450,3,351.0,1,1,1,E,A,0,0
23,2,2,27,1571,1,1728,1,50,1,1421.0,1,2,2,G,6,0,0
23,2,2,28,1014,1,1035,1,1000,1,14.0,1,2,2,I,2,0,0
23,2,2,29,899,1,943,1,450,4,449.0,2,1,2,8,R,0,0
23,2,2,30,496,1,626,1,450,2,46.0,2,2,1,8,1,0,0
23,2,2,31,621,1,612,1,2000,2,-1379.0,2,2,1,4,9,0,0
23,2,2,32,628,1,746,1,1000,2,-372.0,2,2,1,6,3,0,0
23,2,2,33,884,1,636,1,2000,3,-1116.0,1,1,1,G,I,0,0
23,2,2,34,1657,0,1985,0,50,3,1507.0,1,1,1,E,U,0,0
23,2,2,35,1418,1,1660,1,50,2,1268.0,2,2,1,8,2,0,0
23,2,2,36,616,1,567,1,2000,2,-1384.0,2,2,1,6,2,0,0
23,2,2,37,1367,1,1660,1,450,3,917.0,1,1,1,M,A,0,0
23,2,2,38,762,1,481,1,1000,3,-238.0,1,1,1,U,A,0,0
23,2,2,39,877,1,974,1,50,2,727.0,2,2,1,1,6,0,0
23,2,2,40,876,1,998,1,50,1,726.0,1,2,2,R,3,0,0
23,2,2,41,693,1,804,1,1000,2,-307.0,2,2,1,9,3,0,0
23,2,2,42,884,1,515,1,1000,1,-116.0,1,2,2,E,1,0,0
23,2,2,43,516,1,832,1,450,3,66.0,1,1,1,A,U,0,0
23,2,2,44,486,0,430,0,450,1,36.0,1,2,2,I,6,0,0
23,2,2,45,482,1,553,1,1000,4,-518.0,2,1,2,6,E,0,0
23,2,2,46,946,1,1079,1,50,4,796.0,2,1,2,2,K,0,0
23,2,2,47,614,1,1000,1,450,2,164.0,2,2,1,7,9,0,0
23,2,2,48,523,1,538,1,1000,3,-477.0,1,1,1,I,R,0,0
23,2,2,49,596,1,483,1,2000,1,-1404.0,1,2,2,G,8,0,0
23,2,2,50,703,1,351,0,2000,2,-1297.0,2,2,1,2,6,0,0
23,2,2,51,736,1,592,1,2000,4,-1264.0,2,1,2,1,I,0,0
23,2,2,52,1479,1,1436,1,50,3,1329.0,1,1,1,A,M,0,0
23,2,2,53,662,1,829,1,1000,4,-338.0,2,1,2,2,I,0,0
23,2,2,54,604,1,451,0,1000,1,-396.0,1,2,2,G,7,0,0
23,2,2,55,472,0,735,1,2000,3,-1528.0,1,1,1,I,E,0,0
23,2,2,56,601,1,593,1,2000,4,-1399.0,2,1,2,1,G,0,0
23,2,2,57,808,1,784,1,50,1,658.0,1,2,2,E,9,0,0
23,2,2,58,1552,1,1475,1,50,4,1402.0,2,1,2,4,E,0,0
23,2,2,59,805,1,454,1,450,2,355.0,2,2,1,8,6,0,0
23,2,2,60,1214,1,857,1,450,4,764.0,2,1,2,3,I,0,0
23,2,2,61,721,1,584,1,1000,4,-279.0,2,1,2,4,R,0,0
23,2,2,62,599,1,515,1,450,4,149.0,2,1,2,1,A,0,0
23,2,2,63,718,1,622,1,1000,3,-282.0,1,1,1,K,U,0,0
23,2,2,64,819,1,714,1,450,3,369.0,1,1,1,U,K,0,0
23,2,2,65,1306,1,1225,1,50,2,1156.0,2,2,1,4,3,0,0
23,3,2,1,915,1,578,1,1000,2,-85.0,2,2,1,2,4,0,0
23,3,2,2,555,1,419,0,2000,2,-1445.0,2,2,1,6,1,0,0
23,3,2,3,657,1,553,1,2000,4,-1343.0,2,1,2,8,M,0,0
23,3,2,4,865,1,784,1,50,3,715.0,1,1,1,G,R,0,0
23,3,2,5,730,1,537,1,1000,2,-270.0,2,2,1,1,9,0,0
23,3,2,6,658,1,354,1,2000,1,-1342.0,1,2,2,K,4,0,0
23,3,2,7,1291,1,1178,1,50,4,1141.0,2,1,2,4,U,0,0
23,3,2,8,739,1,483,1,1000,4,-261.0,2,1,2,3,K,0,0
23,3,2,9,637,1,718,1,450,1,187.0,1,2,2,R,1,0,0
23,3,2,10,940,1,852,1,50,2,790.0,2,2,1,3,7,0,0
23,3,2,11,1019,1,667,1,2000,3,-981.0,1,1,1,R,E,0,0
23,3,2,12,775,1,359,0,2000,1,-1225.0,1,2,2,R,7,0,0
23,3,2,13,527,1,798,1,450,3,77.0,1,1,1,R,I,0,0
23,3,2,14,1219,1,1095,1,50,4,1069.0,2,1,2,7,K,0,0
23,3,2,15,983,1,2027,0,450,4,533.0,2,1,2,7,R,0,0
23,3,2,16,1234,1,807,1,450,2,784.0,2,2,1,7,4,0,0
23,3,2,17,1517,0,1414,1,50,3,1367.0,1,1,1,E,K,0,0
23,3,2,18,1220,1,788,1,450,1,770.0,1,2,2,E,7,0,0
23,3,2,19,1257,1,592,1,2000,4,-743.0,2,1,2,2,G,0,0
23,3,2,20,1024,1,2408,0,50,4,874.0,2,1,2,2,E,0,0
23,3,2,21,1087,1,577,1,1000,2,87.0,2,2,1,2,9,0,0
23,3,2,22,1005,1,856,1,450,2,555.0,2,2,1,7,2,0,0
23,3,2,23,1046,1,1220,1,50,1,896.0,1,2,2,K,7,0,0
23,3,2,24,958,1,685,1,1000,1,-42.0,1,2,2,U,9,0,0
23,3,2,25,993,1,848,1,450,1,543.0,1,2,2,G,2,0,0
23,3,2,26,939,1,1081,1,50,2,789.0,2,2,1,1,3,0,0
23,3,2,27,769,1,576,1,1000,3,-231.0,1,1,1,G,A,0,0
23,3,2,28,873,1,753,1,2000,2,-1127.0,2,2,1,2,1,0,0
23,3,2,29,697,1,656,1,2000,4,-1303.0,2,1,2,1,R,0,0
23,3,2,30,733,1,625,1,450,4,283.0,2,1,2,9,U,0,0
23,3,2,31,872,1,624,1,2000,3,-1128.0,1,1,1,K,E,0,0
23,3,2,32,1013,1,513,1,1000,4,13.0,2,1,2,4,A,0,0
23,3,2,33,752,1,439,1,1000,1,-248.0,1,2,2,R,6,0,0
23,3,2,34,1300,1,1509,1,50,3,1150.0,1,1,1,R,M,0,0
23,3,2,35,833,1,592,1,2000,3,-1167.0,1,1,1,M,G,0,0
23,3,2,36,646,1,544,1,450,3,196.0,1,1,1,R,U,0,0
23,3,2,37,1084,1,587,1,1000,3,84.0,1,1,1,M,I,0,0
23,3,2,38,1194,1,1050,1,450,2,744.0,2,2,1,8,4,0,0
23,3,2,39,732,1,835,1,50,2,582.0,2,2,1,6,8,0,0
23,3,2,40,739,1,522,1,2000,1,-1261.0,1,2,2,A,3,0,0
23,3,2,41,716,1,544,1,450,4,266.0,2,1,2,2,U,0,0
23,3,2,42,722,1,556,1,450,3,272.0,1,1,1,K,A,0,0
23,3,2,43,1695,1,1844,1,50,1,1545.0,1,2,2,E,2,0,0
23,3,2,44,814,1,557,1,1000,3,-186.0,1,1,1,A,G,0,0
23,3,2,45,622,1,533,1,1000,4,-378.0,2,1,2,7,A,0,0
23,3,2,46,831,1,558,1,1000,2,-169.0,2,2,1,4,7,0,0
23,3,2,47,560,1,423,1,2000,4,-1440.0,2,1,2,8,U,0,0
23,3,2,48,774,0,709,1,2000,1,-1226.0,1,2,2,I,7,0,0
23,3,2,49,777,1,608,1,1000,1,-223.0,1,2,2,E,4,0,0
23,3,2,50,816,1,719,1,2000,2,-1184.0,2,2,1,9,1,0,0
23,3,2,51,1864,0,2982,0,50,3,1714.0,1,1,1,U,I,0,0
23,3,2,52,1232,1,1192,1,50,4,1082.0,2,1,2,9,E,0,0
23,3,2,53,1040,1,1192,1,50,1,890.0,1,2,2,M,3,0,0
23,3,2,54,921,1,584,1,2000,3,-1079.0,1,1,1,R,A,0,0
23,3,2,55,944,1,1108,1,50,2,794.0,2,2,1,3,9,0,0
23,3,2,56,940,1,799,1,450,1,490.0,1,2,2,G,9,0,0
23,3,2,57,616,1,684,1,450,2,166.0,2,2,1,2,3,0,0
23,3,2,58,656,1,659,1,450,4,206.0,2,1,2,6,G,0,0
23,3,2,59,585,1,591,1,450,3,135.0,1,1,1,R,G,0,0
23,3,2,60,1108,1,1261,1,50,3,958.0,1,1,1,A,E,0,0
23,3,2,61,913,1,1015,1,50,1,763.0,1,2,2,A,4,0,0
23,3,2,62,904,1,745,1,450,1,454.0,1,2,2,A,7,0,0
23,3,2,63,1086,1,719,1,1000,4,86.0,2,1,2,9,K,0,0
23,3,2,64,719,1,639,1,2000,2,-1281.0,2,2,1,9,2,0,0
23,3,2,65,645,1,660,1,1000,2,-355.0,2,2,1,9,6,0,0
23,4,2,1,813,0,948,1,1000,1,-187.0,1,2,2,E,8,0,0
23,4,2,2,670,1,613,1,2000,3,-1330.0,1,1,1,U,M,0,0
23,4,2,3,628,1,824,1,50,2,478.0,2,2,1,8,9,0,0
23,4,2,4,724,1,747,1,2000,4,-1276.0,2,1,2,3,G,0,0
23,4,2,5,812,1,645,1,450,2,362.0,2,2,1,4,6,0,0
23,4,2,6,775,1,678,1,1000,3,-225.0,1,1,1,A,K,0,0
23,4,2,7,868,1,610,1,2000,1,-1132.0,1,2,2,M,6,0,0
23,4,2,8,720,1,821,0,50,4,570.0,2,1,2,3,R,0,0
23,4,2,9,712,1,535,1,2000,4,-1288.0,2,1,2,7,I,0,0
23,4,2,10,1080,1,1287,1,50,3,930.0,1,1,1,G,E,0,0
23,4,2,11,1453,1,1657,1,50,4,1303.0,2,1,2,2,R,0,0
23,4,2,12,906,1,1025,1,50,1,756.0,1,2,2,U,7,0,0
23,4,2,13,802,1,640,1,2000,2,-1198.0,2,2,1,1,8,0,0
23,4,2,14,766,1,599,1,2000,1,-1234.0,1,2,2,K,6,0,0
23,4,2,15,758,1,701,1,1000,2,-242.0,2,2,1,7,6,0,0
23,4,2,16,592,1,1046,1,450,2,142.0,2,2,1,7,1,0,0
23,4,2,17,835,1,1129,1,450,1,385.0,1,2,2,K,2,0,0
23,4,2,18,682,1,526,1,450,3,232.0,1,1,1,I,A,0,0
23,4,2,19,890,1,649,1,1000,4,-110.0,2,1,2,8,K,0,0
23,4,2,20,607,1,550,1,1000,1,-393.0,1,2,2,E,3,0,0
23,4,2,21,702,1,670,1,2000,1,-1298.0,1,2,2,I,4,0,0
23,4,2,22,657,1,1629,1,450,4,207.0,2,1,2,4,G,0,0
23,4,2,23,693,1,541,1,2000,2,-1307.0,2,2,1,6,7,0,0
23,4,2,24,597,1,740,1,50,2,447.0,2,2,1,8,3,0,0
23,4,2,25,856,1,896,1,1000,3,-144.0,1,1,1,E,R,0,0
23,4,2,26,764,1,731,1,1000,2,-236.0,2,2,1,6,9,0,0
23,4,2,27,1941,1,1204,1,1000,4,941.0,2,1,2,9,A,0,0
23,4,2,28,603,1,667,1,2000,4,-1397.0,2,1,2,7,G,0,0
23,4,2,29,616,1,663,1,2000,3,-1384.0,1,1,1,M,U,0,0
23,4,2,30,1131,1,1042,1,50,1,981.0,1,2,2,K,3,0,0
23,4,2,31,978,1,569,1,1000,1,-22.0,1,2,2,U,2,0,0
23,4,2,32,1921,1,1554,1,450,4,1471.0,2,1,2,1,M,0,0
23,4,2,33,1110,1,1065,1,50,2,960.0,2,2,1,1,2,0,0
23,4,2,34,684,1,561,0,450,1,234.0,1,2,2,G,1,0,0
23,4,2,35,858,1,682,1,2000,1,-1142.0,1,2,2,I,9,0,0
23,4,2,36,1212,1,1193,1,50,3,1062.0,1,1,1,U,R,0,0
